Run ID,District Number,Total Costs,Run Time
1,1,35332,0.004814863204956055
2,1,35332,0.004393100738525391
3,1,35332,0.00442814826965332
4,1,35332,0.004425048828125
5,1,35332,0.004429817199707031
6,1,35332,0.004417896270751953
7,1,35332,0.004755973815917969
8,1,35332,0.004322052001953125
9,1,35332,0.004324197769165039
10,1,35332,0.004289150238037109
11,1,35332,0.004290103912353516
12,1,35332,0.004270076751708984
13,1,35332,0.0043010711669921875
14,1,35332,0.004261970520019531
15,1,35332,0.00422978401184082
16,1,35332,0.004189014434814453
17,1,35332,0.00428009033203125
18,1,35332,0.004164934158325195
19,1,35332,0.004395008087158203
20,1,35332,0.004148006439208984
21,1,35332,0.00427699089050293
22,1,35332,0.004175901412963867
23,1,35332,0.004285097122192383
24,1,35332,0.004228830337524414
25,1,35332,0.00423121452331543
26,1,35332,0.004164218902587891
27,1,35332,0.004180192947387695
28,1,35332,0.004214048385620117
29,1,35332,0.004233837127685547
30,1,35332,0.004148960113525391
31,1,35332,0.004301786422729492
32,1,35332,0.0041408538818359375
33,1,35332,0.004302024841308594
34,1,35332,0.0041539669036865234
35,1,35332,0.004307746887207031
36,1,35332,0.004151105880737305
37,1,35332,0.004274129867553711
38,1,35332,0.00414729118347168
39,1,35332,0.004255056381225586
40,1,35332,0.004166126251220703
41,1,35332,0.004231929779052734
42,1,35332,0.0041310787200927734
43,1,35332,0.004347085952758789
44,1,35332,0.004108905792236328
45,1,35332,0.004261970520019531
46,1,35332,0.004148006439208984
47,1,35332,0.00423884391784668
48,1,35332,0.004119873046875
49,1,35332,0.0042819976806640625
50,1,35332,0.004169940948486328
51,1,35332,0.0042760372161865234
52,1,35332,0.004143238067626953
53,1,35332,0.004259824752807617
54,1,35332,0.0041162967681884766
55,1,35332,0.004248142242431641
56,1,35332,0.004106998443603516
57,1,35332,0.00422978401184082
58,1,35332,0.004121303558349609
59,1,35332,0.004282236099243164
60,1,35332,0.004103899002075195
61,1,35332,0.00422978401184082
62,1,35332,0.004134178161621094
63,1,35332,0.004266977310180664
64,1,35332,0.00413203239440918
65,1,35332,0.004270076751708984
66,1,35332,0.004110097885131836
67,1,35332,0.004240751266479492
68,1,35332,0.004099845886230469
69,1,35332,0.0042111873626708984
70,1,35332,0.004124879837036133
71,1,35332,0.004216670989990234
72,1,35332,0.00412297248840332
73,1,35332,0.004269123077392578
74,1,35332,0.004282951354980469
75,1,35332,0.0041351318359375
76,1,35332,0.0042726993560791016
77,1,35332,0.00414276123046875
78,1,35332,0.0042629241943359375
79,1,35332,0.004103899002075195
80,1,35332,0.004263877868652344
81,1,35332,0.0041348934173583984
82,1,35332,0.004232168197631836
83,1,35332,0.004119157791137695
84,1,35332,0.004227876663208008
85,1,35332,0.004126787185668945
86,1,35332,0.004221916198730469
87,1,35332,0.004148960113525391
88,1,35332,0.004232883453369141
89,1,35332,0.00409698486328125
90,1,35332,0.0042417049407958984
91,1,35332,0.004137992858886719
92,1,35332,0.004225969314575195
93,1,35332,0.004140138626098633
94,1,35332,0.004208087921142578
95,1,35332,0.004133939743041992
96,1,35332,0.004252910614013672
97,1,35332,0.004116058349609375
98,1,35332,0.004248142242431641
99,1,35332,0.004153728485107422
100,1,35332,0.004177093505859375
101,1,35332,0.004118919372558594
102,1,35332,0.004216909408569336
103,1,35332,0.004140615463256836
104,1,35332,0.004227876663208008
105,1,35332,0.004188060760498047
106,1,35332,0.004251241683959961
107,1,35332,0.004162788391113281
108,1,35332,0.004225015640258789
109,1,35332,0.004181861877441406
110,1,35332,0.004191875457763672
111,1,35332,0.004172801971435547
112,1,35332,0.004261016845703125
113,1,35332,0.004187107086181641
114,1,35332,0.004224061965942383
115,1,35332,0.004171133041381836
116,1,35332,0.004213094711303711
117,1,35332,0.004209995269775391
118,1,35332,0.004221200942993164
119,1,35332,0.004338264465332031
120,1,35332,0.004257917404174805
121,1,35332,0.00424504280090332
122,1,35332,0.004282951354980469
123,1,35332,0.004250049591064453
124,1,35332,0.004271984100341797
125,1,35332,0.004145145416259766
126,1,35332,0.004199028015136719
127,1,35332,0.004231929779052734
128,1,35332,0.0042951107025146484
129,1,35332,0.004163026809692383
130,1,35332,0.004225969314575195
131,1,35332,0.0041620731353759766
132,1,35332,0.004251956939697266
133,1,35332,0.004138946533203125
134,1,35332,0.004300832748413086
135,1,35332,0.004126787185668945
136,1,35332,0.004248857498168945
137,1,35332,0.004148960113525391
138,1,35332,0.004266023635864258
139,1,35332,0.004197835922241211
140,1,35332,0.004303932189941406
141,1,35332,0.004164218902587891
142,1,35332,0.004286050796508789
143,1,35332,0.004131793975830078
144,1,35332,0.004273176193237305
145,1,35332,0.004155874252319336
146,1,35332,0.004281044006347656
147,1,35332,0.004166126251220703
148,1,35332,0.00426483154296875
149,1,35332,0.004121065139770508
150,1,35332,0.004256010055541992
151,1,35332,0.0041158199310302734
152,1,35332,0.004163026809692383
153,1,35332,0.004197835922241211
154,1,35332,0.004199028015136719
155,1,35332,0.004096031188964844
156,1,35332,0.0042498111724853516
157,1,35332,0.004118919372558594
158,1,35332,0.004166841506958008
159,1,35332,0.0041348934173583984
160,1,35332,0.004194974899291992
161,1,35332,0.004155874252319336
162,1,35332,0.00427699089050293
163,1,35332,0.0041501522064208984
164,1,35332,0.00419306755065918
165,1,35332,0.004201412200927734
166,1,35332,0.004213094711303711
167,1,35332,0.0041768550872802734
168,1,35332,0.004217863082885742
169,1,35332,0.004172086715698242
170,1,35332,0.004155874252319336
171,1,35332,0.004194021224975586
172,1,35332,0.004194021224975586
173,1,35332,0.004173994064331055
174,1,35332,0.004164934158325195
175,1,35332,0.004178047180175781
176,1,35332,0.004183053970336914
177,1,35332,0.004228115081787109
178,1,35332,0.004225015640258789
179,1,35332,0.004189014434814453
180,1,35332,0.0042340755462646484
181,1,35332,0.004200935363769531
182,1,35332,0.0041730403900146484
183,1,35332,0.00421595573425293
184,1,35332,0.00429987907409668
185,1,35332,0.004168987274169922
186,1,35332,0.004252910614013672
187,1,35332,0.004158973693847656
188,1,35332,0.00428009033203125
189,1,35332,0.004178047180175781
190,1,35332,0.0042209625244140625
191,1,35332,0.004173755645751953
192,1,35332,0.004300117492675781
193,1,35332,0.00414586067199707
194,1,35332,0.004209041595458984
195,1,35332,0.00419306755065918
196,1,35332,0.004275083541870117
197,1,35332,0.0041882991790771484
198,1,35332,0.004283905029296875
199,1,35332,0.004179239273071289
200,1,35332,0.004232883453369141
201,1,35332,0.004152059555053711
202,1,35332,0.004272937774658203
203,1,35332,0.004207134246826172
204,1,35332,0.004302978515625
205,1,35332,0.004338979721069336
206,1,35332,0.0043337345123291016
207,1,35332,0.0043261051177978516
208,1,35332,0.0043447017669677734
209,1,35332,0.004260063171386719
210,1,35332,0.004308938980102539
211,1,35332,0.0042569637298583984
212,1,35332,0.004297018051147461
213,1,35332,0.00419306755065918
214,1,35332,0.004336118698120117
215,1,35332,0.0042209625244140625
216,1,35332,0.004315853118896484
217,1,35332,0.004233121871948242
218,1,35332,0.004364013671875
219,1,35332,0.004244089126586914
220,1,35332,0.0043489933013916016
221,1,35332,0.0042150020599365234
222,1,35332,0.00434112548828125
223,1,35332,0.004251956939697266
224,1,35332,0.0043239593505859375
225,1,35332,0.00424504280090332
226,1,35332,0.004319906234741211
227,1,35332,0.004239082336425781
228,1,35332,0.0042650699615478516
229,1,35332,0.0042421817779541016
230,1,35332,0.0043108463287353516
231,1,35332,0.004244089126586914
232,1,35332,0.00426483154296875
233,1,35332,0.0042269229888916016
234,1,35332,0.004283905029296875
235,1,35332,0.004236936569213867
236,1,35332,0.0042192935943603516
237,1,35332,0.004241943359375
238,1,35332,0.004256725311279297
239,1,35332,0.00432276725769043
240,1,35332,0.004204988479614258
241,1,35332,0.004275798797607422
242,1,35332,0.0042340755462646484
243,1,35332,0.0042459964752197266
244,1,35332,0.004238128662109375
245,1,35332,0.004352092742919922
246,1,35332,0.004249095916748047
247,1,35332,0.00441431999206543
248,1,35332,0.004411935806274414
249,1,35332,0.004406929016113281
250,1,35332,0.0043752193450927734
251,1,35332,0.004325151443481445
252,1,35332,0.004235029220581055
253,1,35332,0.004263877868652344
254,1,35332,0.0043048858642578125
255,1,35332,0.0042188167572021484
256,1,35332,0.004279136657714844
257,1,35332,0.004225015640258789
258,1,35332,0.0042417049407958984
259,1,35332,0.004235029220581055
260,1,35332,0.0042798519134521484
261,1,35332,0.0043370723724365234
262,1,35332,0.004244089126586914
263,1,35332,0.004220247268676758
